ko_1,ko_2,ctrl_1,ctrl_2
8.76,5.91,6.35,8.26
21.12,33.74,51.82,41.51
0.3,0.5,0,0.18
7.09,6.39,1.48,0.87
25.55,27.82,73.57,37.45
29.02,28.2,23.36,37.24
0.04,0.01,0.07,0.17
0.31,0.42,1.48,1.67
0.12,0.13,0,0.07
8.1,7.93,10.28,12.72
0.4,0.5,1.27,0.66
0,0.03,0,0
131.45,127.32,140,164.82
0,0,0.32,0
1.03,1.96,8.28,10.68
35.31,38.85,81.35,127.9
0.13,0.25,0.28,0.17
0.05,0.06,0.06,0
0.83,1.14,1.24,0.94
0.01,0.02,0,0
0.06,0.04,0,0
54.67,62.18,33.71,31.78
0.03,0.11,0.03,0
5.1,5.97,10.61,11.06
0.7,0.73,0.8,1.34
5.32,6.45,10.32,7.61
0.36,0.43,0.4,0.28
0.02,0.02,0.24,0.08
91.16,93.21,81.01,95.89
0.1,0.41,0.31,0.86
169.95,187.18,318.36,256.98
13.03,11.54,7.07,11.77
8.53,9.6,19.84,15.79
0,0.03,0,0
3.46,3.73,4.84,5.56
0,0.19,0.02,0
4.22,4.69,3.59,7.64
0.2,0.73,0.35,0
6.8,7.82,12.53,10.83
0.24,0.17,0.15,0.17
0.04,0,0,0
0.91,1.73,0.48,0.57
0,0,0.23,0
0.27,0.27,0.19,0.25
1.01,1.2,1.48,1.24
36.92,43.96,75.02,59.48
6.44,6.78,13.24,13.7
0,0,0.23,0
1.31,1,1.3,0.48
6.14,6.4,8.05,6.61
7.73,10.58,35.39,33.93
181.91,163.84,85.29,55.51
25.05,23.39,15.18,16.58
1.1,0.7,1.51,0.22
0.16,0.07,0.07,0.2
4.66,2.76,3.12,4.35
0,0,0,0.62
5.48,5.78,1.93,2.2
0.21,0.09,0.85,2.12
5.81,5.61,8.5,11.72
0.18,0,0,0
0.11,0,0,0
9.32,9.88,11.81,25.44
4.52,4.56,3.49,5.89
1.14,1.41,3.53,4.62
128.09,124.93,132.33,484.11
0,0.01,0.01,0.02
0,0,0.57,0.67
0.12,0.12,0.11,0.07
10.2,13.38,16.56,17.16
8.29,9.31,8.46,10.89
0,0,0,0.08
2.17,2.3,2.66,2.22
30.25,31.2,15.59,9.56
0.46,0.4,1.85,0.71
234.22,223.09,191.49,175.8
3.21,3.13,2.29,3.38
15.6,19.46,17.02,12.94
0.01,0.02,0.05,0.03
6.96,5.43,2.29,4.32
0,0.12,0,0
0,0,0,0.18
16.31,16.81,36.42,40.85
2.44,2.47,2.95,2.54
3.61,1.98,2.67,3.14
0,0.15,0.2,0
74.68,75.21,64.51,58.26
5.37,4.59,1.72,2.45
155.14,179.77,193.54,196.33
46.68,45.66,59.25,45.41
0,0,0.44,0.33
3.31,3.62,1.45,2.33
0.05,0.01,0,0.04
2.86,3.4,21.2,23.32
0.07,0,0.13,0.59
0,0.12,0.19,0
1.93,1.15,2.03,6.69
9.06,11.68,41.47,52.26
3.52,3,10.92,14.46
0.3,0.8,0.85,0.65
6.37,6.45,6.2,6.98
10.05,8.56,6.76,9.85
3.36,2.85,1.42,6.18
9.73,8.36,4.52,8.44
6.41,7.66,6.25,6.88
0.04,0.05,0,0.08
0,0,0.05,0
0,0.03,0,0
0,0,0.02,0
0.05,0.16,0.02,0
0.88,1.06,1.47,1.48
0,0.02,0.01,0.02
3.44,4.46,0.74,7.02
0,0.01,0,0
26.41,30.36,39.42,32.9
6.22,6.76,2.65,4.48
0.11,0.08,0.01,0.01
14.34,17.1,32.6,23.54
0.1,0.13,0.4,0.2
27.69,24.14,42.02,27.85
0,0.25,0.11,0.2
1.17,1.08,1.44,2.29
0.05,0.15,0.1,0.18
31.08,35.51,33.95,33.33
0.01,0,0,0
0.83,0.94,0.33,0.93
0.52,0,0,0
17.44,15.44,22.52,22.71
0.09,0.12,0,0.1
3.46,3.06,9.25,7.4
0.07,0.18,0.39,0.31
0,0.03,0,0
20.9,20.57,16.97,18.36
5.57,5.01,1.23,3.49
0.19,0.06,0.08,0.1
3.82,3.87,4.84,9.24
9.35,10.35,13.57,11.1
8.35,6.73,7.31,15.25
0.11,0,0,0
2.81,2.82,1.48,4.42
38.94,41.8,22.43,50.9
5.03,4.44,10.55,12.52
3.78,3.91,2.47,2.92
1.32,1.67,0.43,1.04
0.07,0,0.18,0.01
10.88,13,9.18,26.65
0.99,1.03,0.19,0.22
3.09,2.8,2.06,2.15
42.21,43.39,48.96,84.86
3.82,4.51,3.45,8.31
0.04,0.15,0.04,0.72
0,0.03,0.07,0
3.28,3.97,0,0.33
0.1,0.3,0,0.14
6.49,8.46,17.7,24.64
0.06,0.04,0,0
23.49,23.28,16.73,43.77
0.06,0.07,0.1,0.03
1.68,0.82,1.45,2.36
0.04,0.05,0,0
0.03,0.07,0.26,0.12
0.03,0.04,0.05,0
0.11,0.14,0.08,0
4.59,7.37,7.17,10.23
34.01,35.43,46.65,62.75
4.94,6.64,15.21,11.79
0.12,0.13,0.53,0.29
0.07,0,0.12,0.17
0,0.24,0.33,0
17.19,17.31,7.92,10.43
0.08,1.15,0,0
0.07,0,0,0
1.98,1.73,0.66,2.04
5.04,4.56,5.8,6.95
0.03,0,0,0
119.9,121.01,67.09,41.98
0.3,0.33,0.35,0.42
67.7,51.68,15.3,33.75
0.25,0.33,0.4,0.16
0,0,0.01,0
0,0.03,0,0
0,0,0.15,0
0,1.06,0,0
36.78,38.4,85.26,102.55
5.7,7.39,2.62,9.36
0,0.05,0,0
0.37,0.12,1.76,0
11.11,9.86,5.92,20.92
0.04,0.09,0.05,0.11
4.33,4.38,5.99,6.37
7.44,7.72,7.76,12.84
26.7,25.43,16.77,21.73
9.89,11.48,6.41,8.81
3.76,4.11,1.85,2.23
0,0.17,0,0
1.13,1.01,0.4,1.72
0.03,0,0.07,0.06
0.26,0.32,0.67,0.58
1.5,1.45,3.64,3.53
1.2,0.87,0.23,0.55
0,0.04,0,0
105.74,133.28,166.02,188.55
232.15,264.41,483.29,415.26
0.07,0.14,0.06,0.07
19.28,29.87,41.33,69.58
0.01,0,0.4,0.1
11.88,16.09,29.6,30.7
49.82,52.01,47.47,42.42
0.11,0,0.11,0.26
0.79,0.61,3.56,2.18
9.07,7.17,26.03,33.49
8.27,7.42,4.19,5.33
0,0,0,1.32
37.44,35.23,36.16,60.05
4.62,4.18,2.88,2.58
5.89,6.69,18.8,35.68
0.12,0.08,0.05,0
2.34,1.87,0.23,2.31
24.68,22.3,11.2,11.64
0,0.01,0,0.05
0.31,0.29,0.33,0.42
0.02,0,0,0
0.19,0.08,0.12,0.1
100.44,117.14,90.5,88.75
18.98,23.57,30.2,20.15
0.87,0.38,1.7,1.01
6.55,6.46,7.76,16.9
1.81,1.47,4.52,2.08
4.33,4.15,4.33,4.22
15.03,16.45,23.08,33.75
18.71,14.46,31.27,30.48
0.05,0,0,0
0.37,0.35,0.21,0.44
0.73,0.49,0.36,0.3
0.37,0.42,0.04,0.22
0.53,0.6,0.48,0.73
19.69,20.7,37.3,41.98
0.18,0,0,0
20.32,22.04,32.18,47.42
1.68,1.98,3.46,2.6
1.97,2.39,1.9,1.63
8.06,6.81,3.83,5.53
1.46,1.4,1.74,1.49
0.01,0.06,0.02,0
0.4,0,0.03,0
3,2.25,3.27,4.62
2.46,2.37,1.28,1.2
3.87,3.85,4.9,2.88
0.08,0,0.25,0.1
0.31,0.6,0,0
2.15,2.26,2.72,3.39
0.13,0.03,0,0
0.52,0.81,1.52,4.72
0.1,0.11,0,0.09
0.11,0.06,0.04,0.02
0,0,0.22,0
0,0,0,0.94
0.06,0,0,0.13
28.36,34.46,9.17,13.44
67.96,65.54,62.19,71.36
0.04,0,0.08,0.03
9.72,9.52,4.72,3.1
2.2,1.84,3.08,2.49
0,0,0.15,0
1.26,0.83,2.54,3
0.22,0.46,0,0
1.02,1.14,0.56,2.63
1.12,1.52,6.95,9.12
6.54,5.7,3.05,4.69
6.93,8.09,5.79,5.23
2.78,4.05,3.25,2.22
662.53,758.67,1887.86,1491.78
2.47,2.57,3.49,4.76
6.5,7.19,8.97,9.16
0.14,0.22,1.06,1.31
18.18,16.49,8.84,10.87
0.38,0.45,1.08,0.42
0.27,0.08,0.11,0.52
0.09,0.08,0,0.05
1.01,1.2,0.57,0.59
2.86,2.06,2.03,4.48
0.07,0,0.26,0.47
3.88,4.5,3.25,3.48
2.7,3.61,7.24,3.83
0,0,0.03,0
2.18,1.49,2.02,1.59
0.21,0.07,0,0
2.98,1.95,1.01,2.66
0.07,0,0.05,0
0.6,0.46,0.17,0
0.3,0.24,0.57,0.54
5.37,6.51,8.96,5.75
0.01,0,0,0
8.71,8.69,2.27,8
0.07,0.01,0.22,0
25.11,27.14,26,36.24
0,0,0.05,0
0,0.02,0,0
21.82,22.32,24.82,20.92
48.44,53.37,17.97,27.06
0,0,0.09,0.11
0.05,0.02,0,0.02
38.1,36.57,64.01,39.27
2.47,2.6,2.27,5.39
2.96,3.05,8.09,6.44
2906.14,3337.79,4066.33,3659.17
0.23,0.37,0,0
114.65,91.02,37.47,86.28
0,0.01,0,0
8.01,7.51,7.91,9.15
70.19,65.46,24.31,25.74
2.05,1.34,0.23,0.36
0.4,0,0.42,0.98
0.3,0.33,0.24,0.5
27.95,23.63,11.05,11.39
0.1,0.19,0,0
0.11,0.15,0.2,0.59
0.13,0,0,0
0.15,0.2,0.07,0.08
0.97,0.79,0.65,0.67
7.16,7.32,7.55,23.97
10.04,9.63,12.35,12.08
0.01,0.01,0,0
4.87,4.6,2.25,4.48
120.53,116.23,98.53,91.78
0.9,0.63,7.33,4.51
24.81,24.14,35.17,39.57
1.3,1.64,0.81,0.82
0.17,0,0,0
0.22,0.08,0.02,0.21
1.74,1.57,1.53,1.41
0,0,0.03,0
2.72,5.37,6.62,7.24
0.04,0,0,0
1.19,1.37,0.72,2.79
0.05,0,0.18,0.13
1.81,1.37,1.44,1.64
4.2,3.68,5.77,7.48
22.11,21.18,8.14,12.23
0.83,0.68,0.03,0
11.08,11.5,4.89,8.82
1.46,1.18,0.86,2.88
0,0.32,0,0.75
0.01,0,0,0
0.07,0.02,0.01,0.07
0.29,0.19,0.2,0.1
14.12,15.27,11.55,17.79
0,0,0.09,0
6.81,8.73,10.63,9.95
3.48,2.88,9.96,9.22
5.56,6.12,4.19,5.55
0,0,0,0.13
164.47,197.02,283.15,282.01
0.99,0.85,0.64,1.48
7.19,5.61,7.11,10.63
0.74,0.8,0.81,0.43
0.04,0.08,0,0.09
21.87,24.66,23.49,22.48
0,0,0.23,0
4.56,4.67,8.46,8.83
0.12,0.32,0.22,0.64
0,0,0.14,0
0,0,0,0.16
0.39,0.42,0.2,0.38
0,0,0.13,0.16
7.61,6.83,4.27,4.44
2.28,1.51,0.83,2.83
2.71,2.17,3.12,4.06
31.05,34.2,66.3,76.17
0.1,0.11,0.04,0
0.84,2.89,0.47,17.85
0.08,0.01,0.11,0.06
0.01,0.06,0.11,0.11
0.43,0.32,0.5,0.8
0.43,0.39,0.46,0
70.48,53.04,23.37,15.81
11.93,11.77,15.13,11.62
8.99,5.94,2.27,2.09
29.64,32.89,87.62,76.78
56.01,55.16,43.4,25.79
64.1,70.85,108.42,65.52
0.05,0.02,0.03,0
10.64,12.05,14.66,26.39
7.01,7.66,8.06,7.47
0.01,0,0,0
0.01,0.02,0,0
16.11,21.66,27.37,22.52
0.25,0.72,0.3,0.18
0.28,0.41,0.04,0.14
0.05,0,0,0
6.75,8.83,9.5,20.56
0.12,0.15,0,0.12
0,0.02,0,0
0,0,0,0.14
0,0.07,0,0
32.86,35.31,57.57,62.62
0.01,0,0,0
21.3,19.63,15.39,19.47
0,0,0.07,0
24.35,18.96,7.58,25.75
0.01,0,0,0
0.16,0.4,0.93,0.38
12.82,10.8,11.71,15.09
2.28,2.66,2.1,2.76
1.56,1.58,2.1,1.45
72.98,84.09,108.18,84.57
0.14,0.43,0.08,0.29
0.04,0,0,0
0.18,0.12,0.29,0
395.18,419.8,317.78,266.08
7.8,10.81,18.6,17.66
17.64,17.64,25.75,29.59
0.23,0.27,0,0.07
0.48,0.35,0.28,0.25
0.02,0.02,0.04,0.05
45.78,58.89,17.1,31.52
20.13,20.21,36.88,30.4
0,0.05,0,0.14
6384.49,6769.66,5429.89,6099.46
0.25,0.11,0,0
5.16,5.72,11.35,8.88
80.87,67.7,129.49,85.59
30.77,39.95,72,64.54
198.31,200.65,205.07,285.96
0.43,0.51,0.13,0.27
335.24,393.42,567.97,270.64
0.46,0.68,0.28,0.31
0.36,0.46,0.18,0.42
49.57,47.47,57.06,59.23
7.52,8.6,9.81,7.48
86.64,93.26,56.73,43.43
31.2,34.02,42.73,23.58
0.91,0.85,1.03,1.02
0.36,0.24,0.35,0.48
0.14,0.11,0.09,0.07
0,0.04,0,0
0.07,0,0,0
5.34,6,8.17,6.84
7.76,6.29,2.17,0.91
0.02,0,0,0
177.15,183.54,160.5,319.92
6.87,6.9,4.4,6.06
1.01,1.59,6.56,5.79
0.1,0.35,0.06,0.22
0.01,0,0,0
32.29,28.62,17.61,49.81
0.02,0.01,0,0
0,0,0.03,0
6.13,6.64,7.19,4.92
0.19,0.18,0.16,0.22
0.19,0.2,0.91,5.64
18.2,20.98,33.27,32.22
0.83,0.76,2.84,2.02
25.48,48.1,41.44,94.97
0.25,0,0,0.17
2.19,2.46,2.41,3.43
0.02,0,0,0
0.8,0.63,0.06,0.94
38.02,46.57,33.23,55.04
0.17,0,0.45,0
0.45,0.28,0.11,0.39
0,0,0.01,0
0.01,0.01,0,0
0,0.22,0,0
1.44,1.3,1.79,1.8
0.09,0,0,0
1.59,1.78,1.86,2.17
0.19,0.12,0.11,0.13
9.42,11.43,7.58,11.48
0.59,0.25,0.23,1.65
0.83,1.07,0.48,0.19
0,0.09,0,0
243.03,271.02,216.5,162.93
5.02,4.99,4.25,4.49
0.76,1.02,6.09,4.86
2.11,1.94,1.12,1.58
2.85,2.51,1.62,2.97
3.25,3.02,2.99,2.79
0.98,0.95,1.58,1.46
0,0.03,0,0
4.68,3.82,1.17,0.73
1.46,1.31,0.36,0.56
0.12,0,0.11,0.13
110.75,94.63,43.67,43.77
5.01,5.07,2.86,7.12
0.01,0.01,0,0
1.69,1.38,1.3,4.21
0.12,0,0.01,0
0.03,0.05,0.1,0.05
0.77,0.68,1.32,0.97
1.79,3.36,2.03,6.81
0.02,0,0,0
0.02,0.01,0.03,0.02
0.02,0,0,0.1
26.55,34.98,23.44,14.08
35.96,38.66,73.71,46.56
8.43,9.89,7.11,15.77
5.03,4.09,1.79,3.78
3.49,2.98,1.41,1.18
1.04,1.23,0.72,0.54
0,0,0,7.24
0.32,0.37,0.38,0.38
63.97,62.68,39.11,24.82
0.47,0,0,0
0,0.06,0.16,0
2.41,4.31,4.41,1.24
0.88,1.79,2.64,1.17
15.91,14.58,10.26,12.03
0.42,0.31,0.26,2.37
0.33,0,1.06,2.08
12.08,13.61,2.35,5.24
4.28,5.68,2.71,5.26
0.02,0.02,0.03,0.04
17.29,18.28,34.09,52.6
28.48,22.87,27.9,31.82
5.54,6.65,10.05,14.32
0.23,0.31,0.1,0
16.89,15.71,24.78,33.97
0,0,0.16,0
0,0,0,0.02
50.48,60.94,68.95,59.5
9.86,8.78,7.99,12.2
0.43,0.34,0.56,0.45
10.52,9.61,1.21,2.93
16.03,17.22,23.41,12.48
0.07,0.13,0,0.07
0,0.07,0,0
0.15,0,0,0.11
4.95,4.74,0.28,2.62
0.27,0.29,0.7,0.56
8.21,10.95,5.44,9.81
17.68,17.68,8.32,13.62
0,0.12,0.17,0
0.33,0.24,0,0.04
0,0.08,0,0
11.71,16.57,15.58,26.04
0,0.38,0.08,0
0.08,0.09,0,0
6.19,5.98,26.09,11.43
3.88,6.77,0.21,0.28
138.14,140.26,146.75,244.66
9.25,9.06,11.05,17.53
0.16,0.12,0.38,0.34
0.21,0.22,0,0
0,0.12,0.08,0.09
0.04,0.05,0.07,0.26
1.09,1.79,1.42,0.84
0.1,0.17,0.21,0.1
0.08,0,0.22,0.09
4.71,5.96,16.35,13.46
12.83,13.24,30.97,31.18
0.91,0.84,0.57,1.49
6.52,8.37,8.93,12.68
2.75,3,3.4,3.53
62.67,64.35,76.94,50.34
19.42,19.88,24.11,55.19
0.01,0.02,0,0
0,0,0,0.16
0.11,0.14,0.08,0.1
0.42,0.03,4.19,3.22
0.03,0.05,0,0
4.2,4.63,2.53,3.92
1.17,1.09,1.17,2
11.68,12.08,3.48,2.44
15.32,13.78,9.29,7.27
1,0.8,0.53,0
0,0.17,0,0.15
0.05,0,0,0.81
10.34,6.31,7.48,8.18
30.87,28.89,41.13,55.98
3.64,4.44,7.06,5.76
9.8,9.75,4.71,7.2
28.59,31.82,33.15,36.91
19.72,15.42,5.73,11.21
0.89,0.63,2.12,0.67
0,0.09,0.37,0
1.54,1.02,1.59,3.31
9.71,8.85,16.66,17.94
5.32,6.09,5.67,6.18
3.33,3.82,3.49,7.7
0.02,0.22,0.04,0
0.26,0,0,0
0.08,0.14,0.22,0.09
81.15,85.22,96.51,86.47
8.9,8.54,3.1,5.47
18.18,23.43,12.18,13.27
5.42,0,6.3,14.14
2.69,2.77,2.13,2.3
3.96,2.97,1.3,10.64
0,0.06,0,0
14.68,13.92,6.66,10.12
0.02,0,0,0.13
36.55,37.22,11.51,18.45
2.08,2.65,1.53,2.98
0.05,0,0,0
0.33,0.5,0.16,0.19
28.46,25.23,14.11,19.22
1.37,1.12,1.67,1.27
10.36,11.12,4.43,13.67
0.03,0.04,0.19,0.25
4.46,6.36,9.04,14.37
0.68,0.49,0.16,0.65
0,0.04,0.22,0
0.16,0.11,0.14,0.14
0.02,0,0,0
34.62,32.46,10.27,16.9
0.08,0,0,0
0.09,0,0,0
0,0.08,0.11,0
0,0,0,0.06
14.52,11.97,8.44,6.15
34.41,31.02,30.32,30.41
0.44,0.55,0.18,0.56
27.33,27.48,5.75,14.15
1.93,1.86,1.05,0.7
0.15,0.18,0.01,0.21
0.12,0.12,0.22,0.45
5.84,5.18,9.65,29.61
0.08,0,0,0
0.03,0.02,0,0.03
0.7,0.83,0.59,0.38
0.1,0.07,0.18,0.21
0.21,0.16,0.07,0.14
2.76,3.19,0.72,2.24
0.01,0.03,0.02,0.01
28.62,29.98,20.53,34.61
0.23,0.35,0,0.62
17.73,22.33,18.13,5.09
28.64,25.06,21.08,23.3
0.13,0.26,0.08,0.1
0.01,0.02,0,0.04
7.02,6.29,1.6,4.06
6.38,6.36,1.58,3.26
0.38,0.17,0.85,0.06
48.2,50.94,27.82,58.67
0.15,0.19,0,0
0.01,0.02,0,0
1.16,1.29,1.21,1.29
0.14,0.16,0.28,0.19
2.69,3.66,0.62,1.29
0,0.02,0,0
0.46,0.61,0.49,0
6.02,7.62,4.8,8.37
8.33,5.67,0.97,1.54
7.89,8.63,3.75,3.99
0.42,0.5,0.06,0.22
41.4,36.37,25.05,20.76
108.94,108.38,139.5,200.57
9.67,13.1,10.53,15.82
15.61,15.33,28.5,40.09
13.55,13.92,18.07,23.13
4.51,4.63,6.89,6.41
28.64,33.49,50.43,43.21
0.01,0.06,0.2,0
0.07,0.44,0.12,0
0.33,1.2,0.28,0.34
0,0.04,0,0.02
0.16,0.13,0.19,0.07
0.22,0.52,0.36,0.3
2.11,1.33,0,0.85
0,0.06,0,0
234.44,216.27,221.17,200.87
4.83,5.46,3.65,6.48
0,0.01,0,0
0.02,0,0,0
101.58,101.48,140.67,96.65
0.09,0.03,0,0
0.02,0,0,0
0.25,0.11,0,0
156.81,171.66,244.93,390.03
2.4,2.35,2.45,3.25
0.91,0.31,0.51,1.79
5.52,5.46,5.29,3.94
9.34,10.07,13.63,11.52
0.12,0.06,0,0
0,0.02,0,0.06
1.7,1.67,1,2.13
8.97,11.51,20.34,19.7
4.36,4.2,3.15,4.47
2.17,2.35,1.84,1.28
18.5,23.99,56.71,80.26
3.98,4.27,1.79,2.26
0.04,0.05,0.84,0
0.06,0,0.03,0
43.58,51.67,74.84,75.18
0.04,0,0,0
8.62,10.2,19.56,21.55
0.17,0,0,0
0.23,0.15,0,0
4.11,4.35,3.59,3.7
0.76,0.39,0.65,0.38
9.68,9,15.22,15.95
0,0.02,0,0.15
0.08,0.32,2.48,0.17
8.57,8.29,10.94,22.06
3.79,3.91,2.32,4.61
2.27,2.49,1.84,1.58
41.91,47.05,61.13,81.07
16.28,20.83,31.61,29.16
49.79,54.83,55.78,54.23
0.24,0.3,2.6,2.89
0,0,0.01,0
1.79,1.85,1.13,2.09
0.03,0,0,0.06
43.54,50.39,36.9,41.6
0.15,0.16,0.06,0.08
8.53,7.98,4.92,14.5
2.69,2.9,2.88,2.75
0,0.02,0,0
5.26,4.83,5.18,13.44
34.87,33.3,53.58,67.4
33.58,31.79,65.32,99.5
16.06,20.4,34.33,39.23
1.27,2.26,0.17,0.2
0,0,0.01,0.06
0,0,0,0.08
11.65,12.83,10.38,5.51
0.07,0.1,0.3,0
20.48,18.97,28.91,31.48
13.9,13.19,10.62,19.82
12.81,14.55,11.47,13.55
8.34,6.6,5.36,0.31
44.02,45.9,39.05,53.3
1.96,2.22,3.37,7.48
0,0.17,0.12,0.14
0.13,0.08,0.05,0.2
0.31,0.46,0.78,1.11
0.37,0.37,1.39,0.96
4.26,3.89,2.44,14.26
0,0.19,0,0
26.98,20.59,16.15,39.57
30.85,36.06,32.73,36.09
0,0,0.02,0
1.89,1.77,0.66,1.7
19,22.7,27.77,23.84
0.17,0.19,0.29,0.25
7.43,7.96,10.46,12.99
0.04,0.07,0.02,0.02
0.02,0,0.03,0
20.29,20.1,43.1,54.84
6.66,7.76,6.11,7.36
9.69,9.11,16.28,12.57
0,0,0,0.14
21.07,14.16,7.79,17.61
45.54,56.48,42.57,56.28
0.01,0,0,0
0,0,0.11,0
3.59,3.2,1.56,3.95
0,0,0,0.08
6.29,6.47,8.66,9.16
0.11,0.02,0.16,0.32
0.27,0.13,0.27,0
6.83,7.36,9.99,13.62
2.32,2.89,6.4,5.43
6.82,7.47,2.97,10.61
0,0.47,0,0
0,0.02,0,0
0.25,0.35,0.1,0
0.01,0.01,0.01,0
0.06,0,0.1,0
18.87,21.68,57.52,61.05
4.38,5.96,45.8,78.71
1.07,0.49,0.42,0.6
0.23,0.14,0.2,0
0.41,0.16,0,0.03
0,0.22,0,0
0,0.05,0,0
0.09,0.23,0,0
0.01,0,0,0
30.32,32.28,26.57,28.81
12.03,11.02,4.49,9.65
74.37,92.89,82.34,150.83
8.95,7.71,12.43,13.31
0.02,0,0,0
0,0,0.01,0.25
0,0,0.22,0
0,0,0.05,0
0.6,0.68,0.28,0.73
1.47,1.34,1.38,1.82
34.13,42.91,59.32,53.05
9.62,10.02,18.84,18.53
0,0.01,0,0
64.22,62.56,20.49,39.42
0.24,0.49,0,0
4.46,4.13,2.72,5.01
0,0.03,0,0
7.02,8.48,4.32,7.33
12.92,11.6,2.79,5.48
6.34,7.18,3.01,4.32
0.02,0.03,0.09,0.02
0.21,0.28,0.58,0.44
0,0,0.02,0.02
0.06,0,0,0
0.11,0.11,0.07,0.06
0.04,0,0.13,0
0.18,0,0.02,0.06
29.84,31.9,31.41,33.45
2.89,2.32,2.66,2.47
0.04,0,0.05,0
1.22,0.69,1.21,1.58
12.46,15.72,33.87,30.58
25.71,27.37,39.03,45.22
0.12,0.01,0.16,0.22
0.02,0,0,0
0.19,0,0,0.39
0.73,0.65,0.24,0.23
11.27,10.64,14.03,15.34
0.1,0,0,0
0,0.29,0.2,0.12
0.05,0,0.2,0.12
0.04,0,0,0
0,0.01,0,0
3.94,2.88,0.25,0.8
0.06,0.08,0.01,0.01
1.92,1.45,0.67,1.8
7.65,7.97,7.73,8.68
0.62,0.65,0.69,1.01
0,0.11,0,0
0.09,0.04,0,0.07
0.1,0,0.06,0.04
3.41,2.1,2.13,2.87
2.76,3.58,3.33,2.08
8.72,8.58,13.45,11.13
5.89,5.09,9.61,5.07
96.93,102.47,63.33,50.92
0.69,0.41,0.17,0.31
27,25.45,43.08,41.99
1.72,2.75,2.69,2.66
0,0,0,0.09
28.09,28.85,30.86,36.29
0.9,0.8,1.53,2.52
4.71,5.24,10.2,11.58
0.07,0,0,0
1.74,1.75,1.28,1.36
12.76,13.55,17.41,19.34
1.76,1.73,2.49,2.75
3.89,4.68,5.08,5.66
1.99,1.64,1.68,1.7
0.58,0.47,0.52,0.77
0,0,0,0.11
35.61,47.32,45.98,30.35
5.87,6.47,4.16,3.32
4.55,5.41,0.81,2.92
3.52,3.2,9.37,9.52
35.07,31.61,16.53,25.67
0.22,0.43,0.39,0
16.89,17.09,45.06,33.46
10.27,11.58,25.2,44.94
58.41,68.37,69.9,120.15
12.61,10.68,2.52,4.35
0,0.22,0,0
0.01,0.01,0,0
21.61,22.12,29.93,28.56
0.09,0.03,0.07,0
16.95,16.95,24.09,28.6
208.72,189.42,47.53,83.89
0.08,0.18,0,0.33
9.14,11.61,8.71,9.39
0.07,0.1,0,0
0.01,0.01,0.03,0.3
0.01,0,0,0.04
0.08,0,0,0
6.86,4.72,8.92,20.42
0.43,0.64,0.29,0.58
2.32,2.2,2.26,5.22
268.41,274.49,206.82,601.16
12.15,10.53,4.14,16.36
37.3,39.41,50.3,46.11
47.2,40.22,52.84,61.79
9.83,8.51,13.03,20.11
0,0.04,0.05,0
145.02,147.07,145.06,143.16
2.7,2.84,3.5,2.11
8.81,8.11,11.66,14.49
29.64,22.68,4.74,4.91
21.26,21.11,29.25,36.8
0.17,0.4,0.18,0.27
7.56,8.1,27.19,21.59
10.89,10.07,4.3,3.87
3.35,2.32,0.9,4.49
0,0.13,0,0
7.11,6.6,3.61,9.6
4.15,4.51,2.84,4.12
4.18,4.51,4.38,4.55
0,0.04,0,0
20.4,22.83,6.78,14.53
0.15,0.07,0,0.11
0.13,0.04,0.31,0
31.64,31.97,22.95,39.88
17.91,15.74,10.98,13.38
4.09,4.82,2.63,2.72
0.42,0.57,0.93,2.16
0.21,0.09,0,0.44
12.39,12.85,20.36,20.48
6.31,6.44,3.54,5.36
0,0.02,0,0
0.33,0.27,0.04,1.01
15.32,16.83,31.07,29.22
1.14,1.11,2.22,2.48
0.03,0.01,0,0.02
3.63,4.56,2.59,5.94
0,0.01,0,0
0,0.14,0,0
8.63,7.54,0.7,1.33
0.32,0.58,0.15,0.39
17.15,16.44,16.8,25.96
4.23,3.78,5.08,3.43
5.6,4.68,4.69,5.27
52.68,49.17,57.7,111.12
37.4,42.84,49.5,48.65
0.16,0.24,0.78,0.47
0.01,0.03,0,0
153.02,148.41,305.99,453.56
0,0.06,0.08,0
0.01,0.02,0,0
0.95,0.83,1.09,1.73
0.07,0.12,0.02,0.04
643.08,643.35,552.77,582.81
0.1,0.03,0.11,0.04
0.08,0,0.03,0.04
7.99,7.44,2.89,7.92
8.89,8.71,5.62,10.44
3.58,3.11,5.03,6.87
0.17,0.11,0.01,0.05
6.06,5.57,4.89,2.26
66.92,62.16,34.45,49.43
0.11,0.11,0.14,0.11
0.04,0,0,0
1.39,1.22,0.45,0.79
58.43,77,95.56,114.93
7.38,10.61,5.99,4.93
0,0,0.05,0
8.69,8.99,15.27,19.09
0,0.18,0,0
1.19,0.56,0.15,0.46
0.03,0.06,0,0.18
5.49,5.96,16.36,13.73
27.25,25.86,30.06,31.71
7.74,8.05,10.4,11.68
0.02,0.14,0,0.09
16.5,15.49,18.3,18.44
0.14,0.09,0.13,0
24.01,25.35,19.12,18.63
3.06,2.86,2.61,2.58
22.19,28.4,71.49,67.12
0.05,0.06,0.25,0
19.39,18,17.53,30.38
4.4,3.93,8.82,6.59
0.72,0.65,0.03,0.4
0,0.05,0,0
11.73,11.76,17.77,17.37
7.36,6.87,5.72,8.66
0,0,0,0.05
10.07,12.54,13.88,10.32
0.06,0.25,0.34,0.14
